+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|wdog|AsyncResetRegVec_3_1|reg_0                                                                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|wdog|AsyncResetRegVec_3_1                                                                                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|wdog|AsyncResetRegVec_2_1|reg_0                                                                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|wdog|AsyncResetRegVec_2_1                                                                                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|wdog                                                                                                                  ; 202   ; 119            ; 72           ; 119            ; 194    ; 119             ; 119           ; 119             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|AsyncResetRegVec_1_1|reg_4                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|AsyncResetRegVec_1_1|reg_3                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|AsyncResetRegVec_1_1|reg_2                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|AsyncResetRegVec_1_1|reg_1                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|AsyncResetRegVec_1_1|reg_0                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|AsyncResetRegVec_1_1                                                                                       ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu|u_pmu_core                                                                                                 ; 640   ; 460            ; 432          ; 460            ; 618    ; 460             ; 460           ; 460             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|u_sirv_pmu                                                                                                            ; 641   ; 2              ; 0            ; 2              ; 617    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|rtc|AsyncResetRegVec_1|reg_0                                                                                          ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|rtc|AsyncResetRegVec_1                                                                                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon|rtc                                                                                                                   ; 233   ; 106            ; 142          ; 106            ; 225    ; 106             ; 106           ; 106             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper|u_sirv_aon                                                                                                                       ; 170   ; 87             ; 100          ; 87             ; 140    ; 87              ; 87            ; 87              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_sirv_aon_wrapper                                                                                                                                  ; 175   ; 169            ; 2            ; 169            ; 207    ; 169             ; 169           ; 169             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_lclkgen_regs|lfxoscen_dfflrs                                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_lclkgen_regs                                                                                                                                  ; 45    ; 31             ; 31           ; 31             ; 35     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_i_icb_splt|splt_num_gt_1_gen.fifo_dp_1.u_sirv_gnrl_rspid_fifo|dp_gt_0.dat_dfflr                                                    ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_i_icb_splt|splt_num_gt_1_gen.fifo_dp_1.u_sirv_gnrl_rspid_fifo|dp_gt_0.vld_dfflr                                                    ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_i_icb_splt|splt_num_gt_1_gen.fifo_dp_1.u_sirv_gnrl_rspid_fifo                                                                      ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_i_icb_splt                                                                                                                         ; 141   ; 3              ; 0            ; 3              ; 160    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_sirv_gnrl_icb_buffer|outs_cnt_dfflr                                                                                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_sirv_gnrl_icb_buffer|u_sirv_gnrl_rsp_fifo                                                                                          ; 39    ; 0              ; 2            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_sirv_gnrl_icb_buffer|u_sirv_gnrl_cmd_fifo                                                                                          ; 65    ; 0              ; 2            ; 0              ; 63     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb|u_sirv_gnrl_icb_buffer                                                                                                               ; 102   ; 2              ; 0            ; 2              ; 98     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_1to2_icb                                                                                                                                      ; 136   ; 16             ; 0            ; 16             ; 134    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|buf_vld_dfflr                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|buf_dat_dfflr                                                                                                                      ; 68    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|i_rdy_dfflr                                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|i_vld_sync_dffr                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|u_i_vld_sync|sync_gen[1].i_is_not_0.sync_dffr                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|u_i_vld_sync|sync_gen[0].i_is_0.sync_dffr                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx|u_i_vld_sync                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_rx                                                                                                                                    ; 69    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|buf_nrdy_dfflr                                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|o_rdy_sync_dffr                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|dat_dfflr                                                                                                                          ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|vld_dfflr                                                                                                                          ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|u_o_rdy_sync|sync_gen[1].i_is_not_0.sync_dffr                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|u_o_rdy_sync|sync_gen[0].i_is_0.sync_dffr                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx|u_o_rdy_sync                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top|u_aon_icb_cdc_tx                                                                                                                                    ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_aon_top                                                                                                                                                     ; 81    ; 1              ; 0            ; 1              ; 100    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|dm_halt_int_gen[0].dm_debint_dfflr                                                                                                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|dm_halt_int_gen[0].dm_haltnot_dfflr                                                                                                            ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[6].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[5].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[4].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[3].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[2].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[1].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram|debug_ram_gen[0].ram_dfflr                                                                                                    ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_ram                                                                                                                               ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_sirv_debug_rom                                                                                                                               ; 5     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|sethaltnot_dfflr                                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|cleardebint_dfflr                                                                                                                              ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|dm_hartid_dfflr                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|buf_vld_dfflr                                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|buf_dat_dfflr                                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 41     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|i_rdy_dfflr                                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|i_vld_sync_dffr                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|u_i_vld_sync|sync_gen[1].i_is_not_0.sync_dffr                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|u_i_vld_sync|sync_gen[0].i_is_0.sync_dffr                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx|u_i_vld_sync                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_rx                                                                                                                                ; 45    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|buf_nrdy_dfflr                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|o_rdy_sync_dffr                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|dat_dfflr                                                                                                                      ; 39    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|vld_dfflr                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|u_o_rdy_sync|sync_gen[1].i_is_not_0.sync_dffr                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|u_o_rdy_sync|sync_gen[0].i_is_0.sync_dffr                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx|u_o_rdy_sync                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|u_dm2dtm_cdc_tx                                                                                                                                ; 40    ; 2              ; 0            ; 2              ; 38     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|jtag_dtm_gen.u_sirv_jtag_dtm|u_jtag2debug_cdc_rx|buf_vld_dfflr                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_e203_subsys_top|u_sirv_debug_module|jtag_dtm_gen.u_sirv_jtag_dtm|u_jtag2debug_cdc_rx|buf_dat_dfflr                                                                                 ; 39    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
